pair,open_date,close_date,open_rate,close_rate,amount,stake_amount,profit_abs,profit_ratio,exit_reason,trade_duration,is_short
ETH/USDT,2025-06-03 01:35:00+00:00,2025-06-03 02:50:00+00:00,2630.23,2617.87,0.06,157.8138,-0.9305316,-0.005892853577003416,exit_signal,75,False
SOL/USDT,2025-06-03 01:30:00+00:00,2025-06-03 03:00:00+00:00,160.49,159.79,1.1,176.539,-0.9813848,-0.005555692069212332,exit_signal,90,False
ETH/USDT,2025-06-03 13:45:00+00:00,2025-06-03 14:50:00+00:00,2626.16,2642.4519671803077,0.06,157.5696,0.787848,0.004997001798920648,roi,65,False
ETH/USDT,2025-06-03 14:55:00+00:00,2025-06-03 15:50:00+00:00,2643.07,2618.77,0.06,158.5842,-1.64742624,-0.01038210853902101,exit_signal,55,False
SOL/USDT,2025-06-03 14:45:00+00:00,2025-06-03 16:30:00+00:00,161.81,161.05,1.1,177.991,-1.0669219,-0.005990651947129727,exit_signal,105,False
ETH/USDT,2025-06-04 15:20:00+00:00,2025-06-04 17:30:00+00:00,2656.88,2641.49,0.06,159.4128,-1.13014134,-0.007085150388192908,exit_signal,130,False
ETH/USDT,2025-06-05 13:15:00+00:00,2025-06-05 13:40:00+00:00,2625.76,2612.95,0.06,157.5456,-0.95719356,-0.0060720171699308115,exit_signal,25,False
SOL/USDT,2025-06-06 12:05:00+00:00,2025-06-06 13:05:00+00:00,149.64,150.93,1.2,179.568,1.3315896,0.007411070599019898,roi,60,False
ETH/USDT,2025-06-06 13:40:00+00:00,2025-06-06 14:40:00+00:00,2495.01,2510.488349009406,0.07,174.6507,0.8732535,0.004997001798920648,roi,60,False
SOL/USDT,2025-06-06 13:45:00+00:00,2025-06-06 15:40:00+00:00,151.61,150.55,1.2,181.932,-1.4895552,-0.008182518758647853,exit_signal,115,False
ETH/USDT,2025-06-06 14:45:00+00:00,2025-06-06 15:40:00+00:00,2517.5,2497.86,0.07,176.225,-1.58544512,-0.008991314645175158,exit_signal,55,False
SOL/USDT,2025-06-07 06:50:00+00:00,2025-06-07 09:25:00+00:00,152.03,152.2125455273164,1.1,167.233,-0.01173457,-7.012690964051385e-05,roi,155,False
SOL/USDT,2025-06-08 17:15:00+00:00,2025-06-08 18:15:00+00:00,152.66,153.82,1.1,167.926,1.0737232,0.006390191824902439,roi,60,False
SOL/USDT,2025-06-09 10:15:00+00:00,2025-06-09 11:15:00+00:00,154.46,155.85,1.1,169.906,1.3241954,0.00778902074785169,roi,60,False
ETH/USDT,2025-06-09 10:50:00+00:00,2025-06-09 12:50:00+00:00,2535.99,2541.65,0.07,177.5193,0.18293912,0.0010299129297298493,roi,120,False
SOL/USDT,2025-06-09 11:20:00+00:00,2025-06-09 13:30:00+00:00,155.79,154.63,1.1,171.369,-1.4808772,-0.008636271475448385,exit_signal,130,False
SOL/USDT,2025-06-09 15:15:00+00:00,2025-06-09 16:20:00+00:00,155.18,156.14269361616974,1.1,170.698,0.84140175,0.004926227675034249,roi,65,False
ETH/USDT,2025-06-09 16:25:00+00:00,2025-06-09 18:25:00+00:00,2565.58,2576.59,0.07,179.5906,0.55472886,0.0030870002230998727,roi,120,False
SOL/USDT,2025-06-09 16:25:00+00:00,2025-06-09 18:25:00+00:00,156.13,156.45,1.1,171.743,0.1456972,0.0008478356270680043,roi,120,False
ETH/USDT,2025-06-09 18:35:00+00:00,2025-06-09 20:40:00+00:00,2582.42,2585.5207644586753,0.07,180.7694,0.0,0.0,roi,125,False
ETH/USDT,2025-06-09 21:10:00+00:00,2025-06-09 22:00:00+00:00,2621.01,2650.382935761457,0.06,157.2606,1.572606,0.009994003597841295,roi,50,False
SOL/USDT,2025-06-09 21:20:00+00:00,2025-06-09 22:20:00+00:00,158.13,159.39,1.1,173.943,1.1764368,0.006759291038922464,roi,60,False
ETH/USDT,2025-06-09 22:05:00+00:00,2025-06-09 23:05:00+00:00,2646.49,2662.9080888533117,0.06,158.7894,0.793947,0.004997001798920648,roi,60,False
SOL/USDT,2025-06-09 22:30:00+00:00,2025-06-09 23:40:00+00:00,159.76,160.7511066639984,1.1,175.736,0.87868,0.004997001798920648,roi,70,False
ETH/USDT,2025-06-09 23:40:00+00:00,2025-06-10 00:20:00+00:00,2674.31,2704.2802541524916,0.06,160.4586,1.58850996,0.00989387558874796,roi,40,False
SOL/USDT,2025-06-09 23:45:00+00:00,2025-06-10 01:55:00+00:00,161.48,159.87,1.1,177.628,-1.98989228,-0.011195864731707061,exit_signal,130,False
ETH/USDT,2025-06-10 00:25:00+00:00,2025-06-10 02:10:00+00:00,2712.65,2682.19,0.06,162.759,-2.02181424,-0.012414686001220678,exit_signal,105,False
ETH/USDT,2025-06-10 11:20:00+00:00,2025-06-10 12:00:00+00:00,2744.71,2775.4692075245143,0.06,164.6826,1.646826,0.009994003597841295,roi,40,False
SOL/USDT,2025-06-10 11:20:00+00:00,2025-06-10 12:00:00+00:00,158.81,160.77,1.1,174.691,1.9450772,0.011127710377111055,roi,40,False
ETH/USDT,2025-06-10 12:15:00+00:00,2025-06-10 13:15:00+00:00,2754.39,2773.24,0.06,165.2634,0.93200532,0.005636132695616348,roi,60,False
SOL/USDT,2025-06-10 12:20:00+00:00,2025-06-10 13:20:00+00:00,160.38,161.43,1.1,176.418,0.9426054,0.005339818929442934,roi,60,False
ETH/USDT,2025-06-10 17:20:00+00:00,2025-06-10 18:45:00+00:00,2744.52,2761.5462397438464,0.06,164.6712,0.823356,0.004997001798920648,roi,85,False
ETH/USDT,2025-06-10 18:50:00+00:00,2025-06-10 19:35:00+00:00,2760.8,2791.7395237142287,0.06,165.648,1.65648,0.009994003597841295,roi,45,False
SOL/USDT,2025-06-10 18:55:00+00:00,2025-06-10 19:35:00+00:00,163.03,164.85703221933161,1.1,179.333,1.79333,0.009994003597841295,roi,40,False
ETH/USDT,2025-06-10 19:40:00+00:00,2025-06-10 21:20:00+00:00,2803.31,2751.87,0.06,168.1986,-3.28638648,-0.019527010513177276,exit_signal,100,False
ETH/USDT,2025-06-10 21:40:00+00:00,2025-06-10 22:20:00+00:00,2770.11,2804.09,0.06,166.2066,1.8381288,0.011052669292612751,roi,40,False
SOL/USDT,2025-06-10 19:40:00+00:00,2025-06-11 00:10:00+00:00,165.25,165.44841905143085,1.1,181.775,-0.01815715,-9.982815152058539e-05,roi,270,False
ETH/USDT,2025-06-10 22:25:00+00:00,2025-06-11 00:15:00+00:00,2811.76,2829.203378026816,0.06,168.7056,0.82663542,0.004896931317978212,roi,110,False
SOL/USDT,2025-06-11 00:15:00+00:00,2025-06-11 00:35:00+00:00,165.56,164.16,1.1,182.116,-1.7576152,-0.00964528796614276,exit_signal,20,False
ETH/USDT,2025-06-11 00:20:00+00:00,2025-06-11 01:00:00+00:00,2817.03,2794.47,0.06,169.0218,-1.555614,-0.00919811048802716,exit_signal,40,False
ETH/USDT,2025-06-11 02:10:00+00:00,2025-06-11 02:25:00+00:00,2798.7,2780.62,0.06,167.922,-1.28565552,-0.007651675118486273,exit_signal,15,False
SOL/USDT,2025-06-11 02:10:00+00:00,2025-06-11 02:50:00+00:00,165.67,163.65,1.1,182.237,-2.4393512,-0.013377571332494762,exit_signal,40,False
SOL/USDT,2025-06-11 03:05:00+00:00,2025-06-11 03:45:00+00:00,164.85,166.74,1.1,181.335,1.8601506,0.010251938009169022,roi,40,False
SOL/USDT,2025-06-11 06:05:00+00:00,2025-06-11 07:20:00+00:00,165.38,166.40597158294975,1.1,181.918,0.90959,0.0049970017989206484,roi,75,False
SOL/USDT,2025-06-11 07:25:00+00:00,2025-06-11 08:50:00+00:00,166.83,165.74,1.1,183.513,-1.43681978,-0.007824830966072996,exit_signal,85,False
SOL/USDT,2025-06-11 09:20:00+00:00,2025-06-11 09:40:00+00:00,166.59,165.59,1.1,183.249,-1.3192388,-0.007194842707797495,exit_signal,20,False
ETH/USDT,2025-06-11 12:35:00+00:00,2025-06-11 14:15:00+00:00,2807.67,2825.0880048028816,0.06,168.4602,0.842301,0.004997001798920648,roi,100,False
SOL/USDT,2025-06-11 12:35:00+00:00,2025-06-11 14:15:00+00:00,166.16,167.19081048629178,1.1,182.776,0.91388,0.004997001798920648,roi,100,False
SOL/USDT,2025-06-11 14:20:00+00:00,2025-06-11 15:15:00+00:00,167.34,166.0,1.0,167.34,-1.540004,-0.009197326112519413,exit_signal,55,False
ETH/USDT,2025-06-11 14:20:00+00:00,2025-06-11 15:20:00+00:00,2823.95,2841.46900140084,0.06,169.437,0.847185,0.004997001798920648,roi,60,False
ETH/USDT,2025-06-11 15:30:00+00:00,2025-06-11 16:50:00+00:00,2849.76,2867.439119471683,0.06,170.9856,0.84461803,0.004936740655716989,roi,80,False
SOL/USDT,2025-06-13 22:50:00+00:00,2025-06-14 00:50:00+00:00,147.83,148.14,1.2,177.396,0.1410786,0.0007947980991557943,roi,120,False
SOL/USDT,2025-06-15 12:10:00+00:00,2025-06-15 13:40:00+00:00,146.63,147.53965179107465,1.2,175.956,0.87978,0.004997001798920648,roi,90,False
SOL/USDT,2025-06-15 13:45:00+00:00,2025-06-15 14:35:00+00:00,147.75,149.40579347608565,1.2,177.3,1.773,0.009994003597841293,roi,50,False
SOL/USDT,2025-06-15 14:40:00+00:00,2025-06-15 15:20:00+00:00,149.66,151.66,1.2,179.592,2.1830496,0.012148317050128067,roi,40,False
SOL/USDT,2025-06-15 15:50:00+00:00,2025-06-15 17:50:00+00:00,151.74,152.37,1.2,182.088,0.52533424,0.002883326899427322,roi,120,False
SOL/USDT,2025-06-15 18:30:00+00:00,2025-06-15 19:30:00+00:00,152.03,152.9731518911347,1.2,182.436,0.91218,0.004997001798920648,roi,60,False
SOL/USDT,2025-06-15 22:05:00+00:00,2025-06-15 23:05:00+00:00,151.02,152.03,1.2,181.224,0.993804,0.005480554866656222,roi,60,False
SOL/USDT,2025-06-15 23:15:00+00:00,2025-06-16 00:25:00+00:00,151.74,152.68135281168702,1.2,182.088,0.89962202,0.004937626699495439,roi,70,False
SOL/USDT,2025-06-16 00:35:00+00:00,2025-06-16 00:50:00+00:00,152.49,151.55,1.2,182.988,-1.3469088,-0.007356226306186253,exit_signal,15,False
SOL/USDT,2025-06-16 01:40:00+00:00,2025-06-16 02:20:00+00:00,154.26,156.29,1.2,185.112,2.212404,0.011944538190867405,roi,40,False
ETH/USDT,2025-06-16 01:55:00+00:00,2025-06-16 02:40:00+00:00,2546.6,2575.1390434260557,0.07,178.262,1.78262,0.009994003597841295,roi,45,False
ETH/USDT,2025-06-16 03:05:00+00:00,2025-06-16 05:05:00+00:00,2567.07,2576.36,0.07,179.6949,0.43427594,0.002415291311448411,roi,120,False
SOL/USDT,2025-06-16 04:05:00+00:00,2025-06-16 05:10:00+00:00,155.78,156.7464158495097,1.1,171.358,0.85679,0.004997001798920648,roi,65,False
ETH/USDT,2025-06-16 05:35:00+00:00,2025-06-16 07:00:00+00:00,2606.29,2622.4586992195314,0.07,182.4403,0.9122015,0.004997001798920648,roi,85,False
SOL/USDT,2025-06-16 05:30:00+00:00,2025-06-16 08:25:00+00:00,157.32,156.57,1.1,173.052,-1.04946072,-0.006060787631158909,exit_signal,175,False
ETH/USDT,2025-06-16 07:05:00+00:00,2025-06-16 09:05:00+00:00,2623.48,2627.73,0.07,183.6436,0.06296403,0.00034265432737900326,roi,120,False
SOL/USDT,2025-06-16 11:55:00+00:00,2025-06-16 12:20:00+00:00,156.61,155.74,1.1,172.271,-1.163151,-0.006747819005423258,exit_signal,25,False
ETH/USDT,2025-06-16 13:50:00+00:00,2025-06-16 14:30:00+00:00,2626.0,2655.4288573143886,0.07,183.82,1.8382,0.009994003597841295,roi,40,False
SOL/USDT,2025-06-16 13:50:00+00:00,2025-06-16 14:30:00+00:00,155.9,157.64712827696619,1.1,171.49,1.7149,0.009994003597841295,roi,40,False
SOL/USDT,2025-06-16 14:35:00+00:00,2025-06-16 17:00:00+00:00,157.64,157.82928156894135,1.1,173.404,-0.01062202,-6.121917954392181e-05,roi,145,False
ETH/USDT,2025-06-16 14:35:00+00:00,2025-06-16 19:05:00+00:00,2654.1,2657.2868320992593,0.07,185.787,-0.0044179,-2.3765122691524736e-05,roi,270,False
SOL/USDT,2025-06-16 17:20:00+00:00,2025-06-16 19:05:00+00:00,157.7,158.6783269961977,1.1,173.47,0.86735,0.004997001798920648,roi,105,False
SOL/USDT,2025-06-16 19:10:00+00:00,2025-06-16 20:05:00+00:00,158.41,157.36,1.1,174.251,-1.3634082,-0.007819700579122258,exit_signal,55,False
ETH/USDT,2025-06-16 19:20:00+00:00,2025-06-16 20:35:00+00:00,2649.07,2665.5040944566745,0.07,185.4349,0.9271745,0.004997001798920648,roi,75,False
ETH/USDT,2025-06-16 20:45:00+00:00,2025-06-16 21:35:00+00:00,2669.83,2649.8,0.07,186.8881,-1.62552446,-0.008692633346702668,exit_signal,50,False
SOL/USDT,2025-06-19 00:30:00+00:00,2025-06-19 01:05:00+00:00,147.1,146.1,1.2,176.52,-1.411104,-0.007989224140566645,exit_signal,35,False
ETH/USDT,2025-06-19 00:35:00+00:00,2025-06-19 01:05:00+00:00,2542.57,2514.11,0.07,177.9799,-2.20458056,-0.012379255212735247,exit_signal,30,False
SOL/USDT,2025-06-19 22:05:00+00:00,2025-06-19 23:10:00+00:00,145.96,146.8654952971783,1.2,175.152,0.87576,0.004997001798920648,roi,65,False
SOL/USDT,2025-06-20 08:10:00+00:00,2025-06-20 10:10:00+00:00,147.82,147.99749049429656,1.2,177.384,0.0,0.0,roi,120,False
SOL/USDT,2025-06-23 02:00:00+00:00,2025-06-23 03:40:00+00:00,132.95,132.32,1.4,186.13,-1.1048268,-0.0059322210359380465,exit_signal,100,False
ETH/USDT,2025-06-23 02:30:00+00:00,2025-06-23 03:40:00+00:00,2241.15,2233.86,0.08,179.292,-0.79800048,-0.004448173743501708,exit_signal,70,False
SOL/USDT,2025-06-23 04:20:00+00:00,2025-06-23 05:20:00+00:00,132.91,133.73453672203323,1.3,172.783,0.863915,0.004997001798920648,roi,60,False
SOL/USDT,2025-06-23 05:50:00+00:00,2025-06-23 08:05:00+00:00,134.39,134.55136481889133,1.3,174.707,0.00265571,1.5191821332186522e-05,roi,135,False
ETH/USDT,2025-06-23 07:00:00+00:00,2025-06-23 08:05:00+00:00,2249.98,2263.9382509505704,0.08,179.9984,0.88727873,0.004926414245853327,roi,65,False
SOL/USDT,2025-06-23 08:15:00+00:00,2025-06-23 08:35:00+00:00,134.66,133.98,1.3,175.058,-1.0935392,-0.006242979297821575,exit_signal,20,False
ETH/USDT,2025-06-23 08:15:00+00:00,2025-06-23 09:10:00+00:00,2264.37,2252.26,0.08,181.1496,-1.18559824,-0.006540932508906621,exit_signal,55,False
SOL/USDT,2025-06-23 12:45:00+00:00,2025-06-23 13:25:00+00:00,134.88,134.0,1.3,175.344,-1.3537264,-0.007715773857156643,exit_signal,40,False
ETH/USDT,2025-06-23 13:40:00+00:00,2025-06-23 14:20:00+00:00,2265.01,2298.14,0.08,181.2008,2.4313688,0.013410044842450515,roi,40,False
SOL/USDT,2025-06-23 13:40:00+00:00,2025-06-23 14:40:00+00:00,135.08,134.7,1.3,175.604,-0.7044284,-0.004009054442963478,exit_signal,60,False
BTC/USDT,2025-06-23 14:00:00+00:00,2025-06-23 14:40:00+00:00,102288.0,101500.1,0.001,102.288,-0.91017286,-0.00889280349356474,exit_signal,40,False
ETH/USDT,2025-06-23 14:25:00+00:00,2025-06-23 15:30:00+00:00,2287.07,2264.51,0.08,182.9656,-2.02327584,-0.011051599876908758,exit_signal,65,False
SOL/USDT,2025-06-23 17:10:00+00:00,2025-06-23 17:30:00+00:00,134.02,136.86292975785472,1.3,174.226,3.48452,0.01998800719568259,roi,20,False
ETH/USDT,2025-06-23 17:25:00+00:00,2025-06-23 18:05:00+00:00,2256.04,2285.15,0.08,180.4832,2.11082288,0.011688385100178703,roi,40,False
SOL/USDT,2025-06-23 17:35:00+00:00,2025-06-23 18:15:00+00:00,136.51,138.46,1.3,177.463,2.3205234,0.013068256035610192,roi,40,False
BTC/USDT,2025-06-23 17:40:00+00:00,2025-06-23 18:40:00+00:00,102442.6,103078.12543526117,0.001,102.4426,0.512213,0.004997001798920648,roi,60,False
ETH/USDT,2025-06-23 18:10:00+00:00,2025-06-23 19:35:00+00:00,2294.41,2308.643882329397,0.08,183.5528,0.917764,0.004997001798920648,roi,85,False
SOL/USDT,2025-06-23 19:40:00+00:00,2025-06-23 20:15:00+00:00,139.24,142.19366019611766,1.3,181.012,3.62024,0.01998800719568259,roi,35,False
ETH/USDT,2025-06-23 19:40:00+00:00,2025-06-23 20:20:00+00:00,2313.42,2346.67,0.08,185.0736,2.43631568,0.01315614310814571,roi,40,False
BTC/USDT,2025-06-23 20:00:00+00:00,2025-06-23 21:00:00+00:00,103109.2,103748.8608365019,0.001,103.1092,0.515546,0.004997001798920648,roi,60,False
SOL/USDT,2025-06-23 20:20:00+00:00,2025-06-23 22:00:00+00:00,141.57,142.44826095657393,1.3,184.041,0.920205,0.004997001798920648,roi,100,False
ETH/USDT,2025-06-23 20:25:00+00:00,2025-06-23 22:05:00+00:00,2366.19,2380.8691855113066,0.07,165.6333,0.8281665,0.004997001798920648,roi,100,False
SOL/USDT,2025-06-23 22:05:00+00:00,2025-06-23 22:10:00+00:00,142.52,145.54323794276567,1.3,185.276,3.70552,0.01998800719568259,roi,5,False
ETH/USDT,2025-06-23 22:10:00+00:00,2025-06-23 23:10:00+00:00,2388.6,2409.9,0.07,167.202,1.289463,0.007707382603846384,roi,60,False
BTC/USDT,2025-06-23 22:10:00+00:00,2025-06-24 00:10:00+00:00,105036.1,105403.0,0.001,105.0361,0.23702285,0.0022552315019984536,roi,120,False
SOL/USDT,2025-06-23 22:15:00+00:00,2025-06-24 00:25:00+00:00,145.41,143.58,1.3,189.033,-2.60460746,-0.013770323872659418,exit_signal,130,False
SOL/USDT,2025-06-24 01:30:00+00:00,2025-06-24 01:50:00+00:00,144.06,143.24,1.3,187.278,-1.290094,-0.006884526787745207,exit_signal,20,False
ETH/USDT,2025-06-24 01:25:00+00:00,2025-06-24 02:10:00+00:00,2411.64,2396.04,0.07,168.8148,-1.29392256,-0.00766014989205213,exit_signal,45,False
ETH/USDT,2025-06-24 03:25:00+00:00,2025-06-24 04:15:00+00:00,2403.4,2393.7,0.07,168.238,-0.8804782,-0.005230389269143015,exit_signal,50,False
SOL/USDT,2025-06-24 03:25:00+00:00,2025-06-24 04:20:00+00:00,143.33,142.85,1.3,186.329,-0.8472204,-0.004544179234453327,exit_signal,55,False
SOL/USDT,2025-06-24 05:35:00+00:00,2025-06-24 06:35:00+00:00,144.63,145.79,1.3,188.019,1.2814724,0.006811566797044085,roi,60,False
SOL/USDT,2025-06-24 06:40:00+00:00,2025-06-24 07:35:00+00:00,145.78,144.8,1.2,174.936,-1.3852176,-0.00791367681791803,exit_signal,55,False
ETH/USDT,2025-06-24 07:20:00+00:00,2025-06-24 07:35:00+00:00,2421.99,2401.8,0.07,169.5393,-1.61589918,-0.009525403383562867,exit_signal,15,False
SOL/USDT,2025-06-24 09:25:00+00:00,2025-06-24 09:40:00+00:00,144.85,144.03,1.2,173.82,-1.1919936,-0.006853519921185017,exit_signal,15,False
ETH/USDT,2025-06-24 09:30:00+00:00,2025-06-24 11:20:00+00:00,2430.52,2401.46,0.07,170.1364,-2.23714316,-0.01314123067722489,exit_signal,110,False
ETH/USDT,2025-06-24 11:30:00+00:00,2025-06-24 12:25:00+00:00,2417.16,2405.26,0.07,169.2012,-1.03554164,-0.006116509147615073,exit_signal,55,False
SOL/USDT,2025-06-24 11:30:00+00:00,2025-06-24 12:35:00+00:00,144.22,143.68,1.2,173.064,-0.855288,-0.0049390695633930145,exit_signal,65,False
ETH/USDT,2025-06-24 13:20:00+00:00,2025-06-24 13:35:00+00:00,2420.34,2405.87,0.07,169.4238,-1.21560082,-0.007170609423598591,exit_signal,15,False
SOL/USDT,2025-06-24 13:20:00+00:00,2025-06-24 13:35:00+00:00,144.56,143.61,1.2,173.472,-1.3474824,-0.007763064905937456,exit_signal,15,False
ETH/USDT,2025-06-24 13:40:00+00:00,2025-06-24 15:00:00+00:00,2423.82,2438.856706023614,0.07,169.6674,0.848337,0.004997001798920648,roi,80,False
SOL/USDT,2025-06-24 14:20:00+00:00,2025-06-24 15:35:00+00:00,145.19,144.26,1.2,174.228,-1.324404,-0.007596998382002549,exit_signal,75,False
ETH/USDT,2025-06-24 15:05:00+00:00,2025-06-24 16:40:00+00:00,2442.89,2458.0450110066035,0.07,171.0023,0.84187848,0.0049202475978774324,roi,95,False
SOL/USDT,2025-06-24 16:45:00+00:00,2025-06-24 17:30:00+00:00,145.5,144.12,1.2,174.6,-1.8645264,-0.01067244189568733,exit_signal,45,False
ETH/USDT,2025-06-24 16:45:00+00:00,2025-06-24 18:20:00+00:00,2469.4,2437.82,0.07,172.858,-2.41670324,-0.013972475023125753,exit_signal,95,False
SOL/USDT,2025-06-24 20:50:00+00:00,2025-06-24 21:50:00+00:00,144.7,145.59767860716428,1.2,173.64,0.8682,0.004997001798920648,roi,60,False
ETH/USDT,2025-06-24 20:45:00+00:00,2025-06-24 22:25:00+00:00,2443.26,2433.73,0.07,171.0282,-0.87193358,-0.005095128952768398,exit_signal,100,False
SOL/USDT,2025-06-24 21:55:00+00:00,2025-06-24 23:55:00+00:00,145.32,145.8,1.2,174.384,0.3663936,0.0020998136048181164,roi,120,False
SOL/USDT,2025-06-25 00:55:00+00:00,2025-06-25 03:15:00+00:00,146.06,146.2353772263358,1.2,175.272,0.0,0.0,roi,140,False
ETH/USDT,2025-06-25 01:05:00+00:00,2025-06-25 03:55:00+00:00,2458.22,2445.28,0.07,172.0754,-1.111747,-0.006456938945304945,exit_signal,170,False
SOL/USDT,2025-06-25 09:25:00+00:00,2025-06-25 09:40:00+00:00,146.58,145.6,1.2,175.896,-1.3863696,-0.007877031183391206,exit_signal,15,False
SOL/USDT,2025-06-25 10:30:00+00:00,2025-06-25 11:20:00+00:00,146.09,145.15,1.2,175.308,-1.3376928,-0.007625953553749056,exit_signal,50,False
SOL/USDT,2025-06-25 11:40:00+00:00,2025-06-25 12:20:00+00:00,146.19,145.52,1.2,175.428,-1.0140312,-0.005776860855235952,exit_signal,40,False
SOL/USDT,2025-06-25 13:00:00+00:00,2025-06-25 14:00:00+00:00,146.35,147.3,1.2,175.62,0.928572,0.005284222701773538,roi,60,False
ETH/USDT,2025-06-25 21:10:00+00:00,2025-06-25 22:05:00+00:00,2437.8,2421.92,0.07,170.646,-1.31570824,-0.007705538298154916,exit_signal,55,False
ETH/USDT,2025-06-26 01:40:00+00:00,2025-06-26 02:50:00+00:00,2458.73,2473.9832779667804,0.07,172.1111,0.8605555,0.004997001798920648,roi,70,False
SOL/USDT,2025-06-26 02:35:00+00:00,2025-06-26 03:15:00+00:00,145.26,146.88788873323992,1.2,174.312,1.74312,0.009994003597841295,roi,40,False
SOL/USDT,2025-06-26 03:25:00+00:00,2025-06-26 04:20:00+00:00,146.57,145.36,1.2,175.884,-1.6621896,-0.009444820928961352,exit_signal,55,False
ETH/USDT,2025-06-26 02:55:00+00:00,2025-06-26 05:40:00+00:00,2499.73,2467.69,0.07,174.9811,-2.45143164,-0.014001293071092814,exit_signal,165,False
SOL/USDT,2025-06-26 07:25:00+00:00,2025-06-26 08:45:00+00:00,145.69,144.82,1.2,174.828,-1.24731677,-0.007130258475202933,exit_signal,80,False
SOL/USDT,2025-06-27 10:00:00+00:00,2025-06-27 11:30:00+00:00,141.99,141.57,1.2,170.388,-0.7081632,-0.004153687799996951,exit_signal,90,False
SOL/USDT,2025-06-27 13:40:00+00:00,2025-06-27 13:50:00+00:00,142.33,141.61,1.2,170.796,-1.0684368,-0.006251880151330265,exit_signal,10,False
SOL/USDT,2025-06-27 14:00:00+00:00,2025-06-27 14:35:00+00:00,142.69,141.43,1.2,171.228,-1.7165664,-0.010019021875822575,exit_signal,35,False
SOL/USDT,2025-06-27 15:45:00+00:00,2025-06-27 17:15:00+00:00,143.31,142.69,1.2,171.972,-0.95907485,-0.005573580293012293,exit_signal,90,False
SOL/USDT,2025-06-27 21:30:00+00:00,2025-06-27 23:15:00+00:00,143.1,142.36,1.2,171.72,-1.0935312,-0.0063642876468388695,exit_signal,105,False
SOL/USDT,2025-06-28 08:20:00+00:00,2025-06-28 09:45:00+00:00,146.26,147.1673564138483,1.2,175.512,0.87756,0.004997001798920648,roi,85,False
SOL/USDT,2025-06-28 09:55:00+00:00,2025-06-28 12:20:00+00:00,147.19,146.8,1.2,176.628,-0.6796728,-0.003845739298726627,exit_signal,145,False
SOL/USDT,2025-06-28 16:00:00+00:00,2025-06-28 17:00:00+00:00,148.08,149.09,1.2,177.696,0.98026668,0.005513229744487182,roi,60,False
SOL/USDT,2025-06-28 17:40:00+00:00,2025-06-28 18:55:00+00:00,150.17,151.10161296778068,1.2,180.204,0.90102,0.0049970017989206484,roi,75,False
SOL/USDT,2025-06-28 19:00:00+00:00,2025-06-28 20:15:00+00:00,151.2,150.31,1.2,181.44,-1.2850872,-0.007078464561474755,exit_signal,75,False
ETH/USDT,2025-06-29 22:35:00+00:00,2025-06-29 23:15:00+00:00,2472.79,2506.26,0.07,173.0953,2.1337799,0.012319805331283656,roi,40,False
SOL/USDT,2025-06-29 22:20:00+00:00,2025-06-30 00:20:00+00:00,153.34,153.52411847108266,1.1,168.674,-0.00535609,-3.173505266393266e-05,roi,120,False
ETH/USDT,2025-06-29 23:20:00+00:00,2025-06-30 00:20:00+00:00,2496.41,2511.897034220532,0.07,174.7487,0.86107809,0.004924567409933414,roi,60,False
SOL/USDT,2025-06-30 00:25:00+00:00,2025-06-30 00:35:00+00:00,153.94,152.62,1.1,169.334,-1.6543296,-0.009763766269275722,exit_signal,10,False
ETH/USDT,2025-06-30 00:25:00+00:00,2025-06-30 02:40:00+00:00,2518.03,2504.46,0.07,176.2621,-1.16084458,-0.00658195091801049,exit_signal,135,False
SOL/USDT,2025-06-30 15:30:00+00:00,2025-06-30 15:45:00+00:00,155.34,158.63518511106662,1.1,170.874,3.41748,0.01998800719568259,roi,15,False
SOL/USDT,2025-06-30 15:50:00+00:00,2025-06-30 18:35:00+00:00,158.79,155.56,1.1,174.669,-3.76443184,-0.021538879453588403,exit_signal,165,False
ETH/USDT,2025-06-30 18:00:00+00:00,2025-06-30 19:15:00+00:00,2486.71,2502.136858114869,0.07,174.0697,0.8703485,0.004997001798920648,roi,75,False
ETH/USDT,2025-06-30 19:20:00+00:00,2025-06-30 20:20:00+00:00,2495.58,2516.79,0.07,174.6906,1.27418046,0.007289553130814753,roi,60,False
SOL/USDT,2025-06-30 19:25:00+00:00,2025-06-30 21:00:00+00:00,156.86,156.52,1.1,172.546,-0.5808308,-0.0033642188778279635,exit_signal,95,False
ETH/USDT,2025-06-30 20:25:00+00:00,2025-06-30 21:10:00+00:00,2517.32,2497.78,0.07,176.2124,-1.5784342,-0.008952194666071028,exit_signal,45,False
SOL/USDT,2025-07-02 13:50:00+00:00,2025-07-02 14:50:00+00:00,149.27,150.19602961777068,1.2,179.124,0.89562,0.004997001798920648,roi,60,False
ETH/USDT,2025-07-02 14:35:00+00:00,2025-07-02 15:15:00+00:00,2463.2,2490.86,0.07,172.424,1.72812948,0.01001654771995523,roi,40,False
SOL/USDT,2025-07-02 14:55:00+00:00,2025-07-02 15:55:00+00:00,150.0,150.93055833500102,1.2,180.0,0.9,0.004997001798920648,roi,60,False
ETH/USDT,2025-07-02 15:20:00+00:00,2025-07-02 16:05:00+00:00,2497.01,2524.993301981189,0.07,174.7907,1.73042135,0.009894025939412904,roi,45,False
